ID	MSG_ID	SEND_TIME	CONFIRM_TIME	STATUS	STATUS_TEXT	MSG_KEY	READ_COUNT	SIMULATION
"10,181"	"2,199,103"	"2022-05-06 15:47:21.000"	"2022-05-06 15:47:21.000"	"1"	"SUCCESS"	"[NULL]"	"1"	"0"
"10,182"	"2,199,161"	"2022-05-06 15:47:21.000"	"2022-05-06 15:47:21.000"	"1"	"SUCCESS"	"[NULL]"	"1"	"0"
"10,183"	"2,199,103"	"2022-05-06 15:47:33.000"	"2022-05-06 15:47:33.000"	"1"	"SUCCESS"	"[NULL]"	"1"	"0"
"10,184"	"2,199,110"	"2022-05-06 15:47:33.000"	"2022-05-06 15:47:33.000"	"1"	"SUCCESS"	"[NULL]"	"1"	"0"
"10,185"	"2,199,161"	"2022-05-06 15:47:33.000"	"2022-05-06 15:47:33.000"	"1"	"SUCCESS"	"[NULL]"	"1"	"0"
"10,186"	"2,199,161"	"2022-05-06 15:47:33.000"	"2022-05-06 15:47:33.000"	"1"	"SUCCESS"	"[NULL]"	"1"	"0"
"10,187"	"2,199,161"	"2022-05-06 15:47:35.000"	"2022-05-06 15:47:35.000"	"1"	"SUCCESS"	"[NULL]"	"1"	"0"
"10,188"	"2,199,161"	"2022-05-06 15:47:36.000"	"2022-05-06 15:47:36.000"	"1"	"SUCCESS"	"[NULL]"	"1"	"0"
"10,189"	"2,199,103"	"2022-05-06 15:49:16.000"	"2022-05-06 15:49:16.000"	"1"	"SUCCESS"	"[NULL]"	"1"	"0"
"10,190"	"2,199,161"	"2022-05-06 15:49:17.000"	"2022-05-06 15:49:17.000"	"1"	"SUCCESS"	"[NULL]"	"1"	"0"
"10,191"	"2,199,103"	"2022-05-06 15:49:33.000"	"2022-05-06 15:49:33.000"	"1"	"SUCCESS"	"[NULL]"	"1"	"0"
"10,192"	"2,199,110"	"2022-05-06 15:49:33.000"	"2022-05-06 15:49:33.000"	"1"	"SUCCESS"	"[NULL]"	"1"	"0"
"10,193"	"2,199,161"	"2022-05-06 15:49:33.000"	"2022-05-06 15:49:33.000"	"1"	"SUCCESS"	"[NULL]"	"1"	"0"
"10,194"	"2,199,161"	"2022-05-06 15:49:33.000"	"2022-05-06 15:49:33.000"	"1"	"SUCCESS"	"[NULL]"	"1"	"0"
"10,195"	"2,199,161"	"2022-05-06 15:49:35.000"	"2022-05-06 15:49:35.000"	"1"	"SUCCESS"	"[NULL]"	"1"	"0"
"10,196"	"2,199,161"	"2022-05-06 15:49:36.000"	"2022-05-06 15:49:36.000"	"1"	"SUCCESS"	"[NULL]"	"1"	"0"
"10,197"	"2,199,103"	"2022-05-06 16:08:27.000"	"2022-05-06 16:08:27.000"	"1"	"SUCCESS"	"[NULL]"	"1"	"0"
"10,198"	"2,199,161"	"2022-05-06 16:08:27.000"	"2022-05-06 16:08:27.000"	"1"	"SUCCESS"	"[NULL]"	"1"	"0"
"10,199"	"2,199,103"	"2022-05-06 16:21:05.000"	"2022-05-06 16:21:05.000"	"1"	"SUCCESS"	"[NULL]"	"1"	"0"
